shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
10867637:6112,35.28292800,-120.66243000,0,0.000000
10867637:6112,35.28295135,-120.66239166,1,4.342079
10867637:6112,35.28264999,-120.66218567,2,42.715538
10867637:6112,35.28349304,-120.66075134,3,203.145784
10867637:6112,35.28258896,-120.65995026,4,327.216397
10867637:6112,35.28332138,-120.65866852,5,469.231744
10867637:6112,35.28332138,-120.65866852,6,469.231744
10867637:6112,35.28580093,-120.65499115,7,902.165056
10867637:6112,35.28580475,-120.65499115,8,902.589231
10867637:6112,35.28659058,-120.65384674,9,1038.327677
10867637:6112,35.28718185,-120.65321350,10,1125.655679
10867637:6112,35.28718185,-120.65321350,11,1125.655679
10867637:6112,35.28863144,-120.65164948,12,1340.441408
10867637:6112,35.28937912,-120.65232849,13,1443.931265
10867637:6112,35.28937912,-120.65232849,14,1443.931265
10867637:6112,35.29026031,-120.65308380,15,1563.515959
10867637:6112,35.29108047,-120.65312195,16,1654.779278
10867637:6112,35.29127121,-120.65310669,17,1676.033194
10867637:6112,35.29127121,-120.65310669,18,1676.033194
10867637:6112,35.29407120,-120.65308380,19,1987.384561
10867637:6112,35.29407120,-120.65308380,20,1987.384561
10867637:6112,35.29623032,-120.65306091,21,2227.476587
10867637:6112,35.29700089,-120.65331268,22,2316.154210
10867637:6112,35.29727936,-120.65357971,23,2355.474625
10867637:6112,35.29933167,-120.65653229,24,2707.435997
10867637:6112,35.30017090,-120.65718079,25,2817.762146
10867637:6112,35.30031967,-120.65753174,26,2853.651139
10867637:6112,35.30031967,-120.65753174,27,2853.651139
10867637:6112,35.30044174,-120.65808105,28,2905.316482
10867637:6112,35.30110931,-120.65802002,29,2979.753467
10867637:6112,35.30136108,-120.65805054,30,3007.885665
10867637:6112,35.30152893,-120.65814972,31,3028.606317
10867637:6112,35.30247116,-120.65886688,32,3151.945570
10867637:6112,35.30266953,-120.65917969,33,3187.894096
10867637:6112,35.30282974,-120.65956879,34,3227.443565
10867637:6112,35.30287933,-120.65988922,35,3257.040321
10867637:6112,35.30284119,-120.66043854,36,3307.069365
10867637:6112,35.30228043,-120.66349030,37,3590.941506
10867637:6112,35.30226898,-120.66356659,38,3597.980986
10867637:6112,35.30226898,-120.66356659,39,3597.980986
10867637:6112,35.30211258,-120.66448212,40,3682.863862
10867637:6112,35.30206680,-120.66458893,41,3693.812016
10867637:6112,35.30189133,-120.66542053,42,3771.760173
10867637:6112,35.30170059,-120.66638947,43,3862.210897
10867637:6112,35.30221939,-120.66638947,44,3919.898695
10867637:6112,35.30271912,-120.66655731,45,3977.515420
10867637:6112,35.30260086,-120.66687012,46,4008.799386
10867637:6112,35.30247116,-120.66755676,47,4072.757965
10867637:6112,35.30247116,-120.66755676,48,4072.757965
10867637:6112,35.30231857,-120.66813660,49,4128.044443
10867637:6112,35.30197144,-120.66870117,50,4192.191783
10867637:6112,35.30054092,-120.67008972,51,4395.120957
10867637:6112,35.29975891,-120.67073059,52,4499.733540
10867637:6112,35.29928970,-120.67099762,53,4557.260227
10867637:6112,35.29895020,-120.67147064,54,4614.426171
10867637:6112,35.29888916,-120.67170715,55,4636.937366
10867637:6112,35.29885101,-120.67263794,56,4721.514156
10867637:6112,35.29880142,-120.67288208,57,4744.346219
10867637:6112,35.29813004,-120.67453766,58,4912.118567
10867637:6112,35.29804993,-120.67494965,59,4950.553901
10867637:6112,35.29804993,-120.67549896,60,5000.405764
10867637:6112,35.29821014,-120.67639160,61,5083.350785
10867637:6112,35.29822922,-120.67774963,62,5206.613657
10867637:6112,35.29822922,-120.67774963,63,5206.613657
10867637:6112,35.29822922,-120.67839813,64,5265.466420
10867637:6112,35.29827118,-120.68070984,65,5475.311036
10867637:6112,35.29827118,-120.68070984,66,5475.311036
10867637:6112,35.29825974,-120.68350983,67,5729.419567
10867637:6112,35.29790900,-120.68356300,68,5768.716944
10867637:6112,35.29790878,-120.68350983,69,5773.542628
10867637:6112,35.29443112,-120.68356991,70,6160.279664
10867637:6112,35.29415131,-120.68350983,71,6191.867625
10867637:6112,35.29415131,-120.68208313,72,6321.350228
10867637:6112,35.29415131,-120.68208313,73,6321.350228
10867637:6112,35.29415131,-120.67800140,74,6691.795107
10867637:6112,35.29288864,-120.67801666,75,6832.203855
10867637:6112,35.29290009,-120.67746735,76,6882.075131
10867637:6112,35.29290009,-120.67746735,77,6882.075131
10867637:6112,35.29290009,-120.67485809,78,7118.886546
10867637:6112,35.29280090,-120.67436218,79,7165.226087
10867637:6112,35.29277039,-120.67402649,80,7195.881491
10867637:6112,35.29277039,-120.67402649,81,7195.881491
10867637:6112,35.29278183,-120.67172241,82,7404.999856
10867637:6112,35.29410172,-120.67167664,83,7551.823192
10867637:6112,35.29407883,-120.66989899,84,7713.177324
10867637:6112,35.29407883,-120.66989899,85,7713.177324
10867637:6112,35.29405975,-120.66805267,86,7880.756636
10867637:6112,35.29312134,-120.66767883,87,7990.481162
10867637:6112,35.29312134,-120.66767883,88,7990.481162
10867637:6112,35.29240036,-120.66744232,89,8073.474194
10867637:6112,35.29061127,-120.66693115,90,8277.750301
10867637:6112,35.29005814,-120.66658020,91,8347.014391
10867637:6112,35.29005814,-120.66658020,92,8347.014391
10867637:6112,35.28971863,-120.66629028,93,8393.031497
10867637:6112,35.28966904,-120.66616821,94,8405.407236
10867637:6112,35.28591156,-120.66285706,95,8920.079827
10867637:6112,35.28434753,-120.66148376,96,9134.048995
10867637:6112,35.28347015,-120.66284180,97,9291.251445
10867637:6112,35.28306961,-120.66249084,98,9346.009522
10867637:6112,35.28295135,-120.66239166,99,9361.945520
10867637:6112,35.28292800,-120.66243000,100,9366.287599
11096761:1606,35.25068957,-120.68566806,0,0.000000
11096761:1606,35.25064087,-120.68576050,1,9.989104
11096761:1606,35.25342941,-120.68820190,2,391.159581
11096761:1606,35.25540161,-120.68981171,3,654.708784
11096761:1606,35.25664902,-120.69071960,4,816.062328
11096761:1606,35.25677109,-120.69090271,5,837.525294
11096761:1606,35.25777817,-120.69172668,6,972.200324
11096761:1606,35.25794983,-120.69185638,7,994.628677
11096761:1606,35.25794983,-120.69185638,8,994.628677
11096761:1606,35.25825882,-120.69214630,9,1037.911706
11096761:1606,35.25962830,-120.69380188,10,1251.886247
11096761:1606,35.25968933,-120.69386292,11,1260.648173
11096761:1606,35.25968933,-120.69386292,12,1260.648173
11096761:1606,35.26229858,-120.69699860,13,1667.137463
11096761:1606,35.26235962,-120.69705963,14,1675.899273
11096761:1606,35.26237106,-120.69705963,15,1677.171798
11096761:1606,35.26340866,-120.69828033,16,1837.155618
11096761:1606,35.26351929,-120.69833374,17,1850.377838
11096761:1606,35.26520157,-120.70030975,18,2109.563607
11096761:1606,35.26520157,-120.70030975,19,2109.563607
11096761:1606,35.26725006,-120.70275116,20,2427.390223
11096761:1606,35.26729965,-120.70290375,21,2442.300385
11096761:1606,35.26739883,-120.70301819,22,2457.452140
11096761:1606,35.26739883,-120.70301819,23,2457.452140
11096761:1606,35.26842117,-120.70419312,24,2613.339286
11096761:1606,35.27384949,-120.70899200,25,3357.738705
11096761:1606,35.27384949,-120.70899200,26,3357.738705
11096761:1606,35.27576065,-120.71067047,27,3619.229589
11096761:1606,35.27661133,-120.71161652,28,3746.989888
11096761:1606,35.28131104,-120.70877838,29,4329.627118
11096761:1606,35.28203964,-120.70796204,30,4439.420975
11096761:1606,35.28271103,-120.70649719,31,4591.909583
11096761:1606,35.28271103,-120.70649719,32,4591.909583
11096761:1606,35.28424072,-120.70310211,33,4943.902974
11096761:1606,35.28638077,-120.70023346,34,5296.639341
11096761:1606,35.28807068,-120.69609070,35,5716.994342
11096761:1606,35.28992844,-120.69219208,36,6126.728193
11096761:1606,35.29129028,-120.69017792,37,6364.108845
11096761:1606,35.29206085,-120.68859100,38,6531.696593
11096761:1606,35.29370880,-120.68672943,39,6780.942254
11096761:1606,35.29397964,-120.68631744,40,6828.953439
11096761:1606,35.29415131,-120.68553162,41,6902.782969
11096761:1606,35.29415131,-120.68208313,42,7215.756960
11096761:1606,35.29415131,-120.68208313,43,7215.756960
11096761:1606,35.29415131,-120.67800140,44,7586.201839
11096761:1606,35.29288864,-120.67801666,45,7726.610588
11096761:1606,35.29290009,-120.67746735,46,7776.481864
11096761:1606,35.29290009,-120.67746735,47,7776.481864
11096761:1606,35.29290009,-120.67485809,48,8013.293279
11096761:1606,35.29280090,-120.67436218,49,8059.632819
11096761:1606,35.29277039,-120.67402649,50,8090.288223
11096761:1606,35.29277039,-120.67402649,51,8090.288223
11096761:1606,35.29278183,-120.67172241,52,8299.406589
11096761:1606,35.29410172,-120.67167664,53,8446.229924
11096761:1606,35.29407883,-120.66989899,54,8607.584056
11096761:1606,35.29407120,-120.66989899,55,8608.432406
11096761:1606,35.29405975,-120.66805267,56,8776.003137
11096761:1606,35.29328918,-120.66770935,57,8867.176188
11096761:1606,35.29312897,-120.66766357,58,8885.469551
11096761:1606,35.29312897,-120.66767883,59,8886.854409
11096761:1606,35.29240036,-120.66744232,60,8970.667212
11096761:1606,35.29061127,-120.66693115,61,9174.943319
11096761:1606,35.29005814,-120.66658020,62,9244.207408
11096761:1606,35.29005814,-120.66658020,63,9244.207408
11096761:1606,35.28971863,-120.66629028,64,9290.224515
11096761:1606,35.28966904,-120.66616821,65,9302.600253
11096761:1606,35.28591156,-120.66285706,66,9817.272844
11096761:1606,35.28427505,-120.66141510,67,10041.423664
11096761:1606,35.28351593,-120.66283417,68,10195.424642
11096761:1606,35.28306961,-120.66249084,69,10254.026039
11096761:1606,35.28295135,-120.66239166,70,10269.962037
11096761:1606,35.28292800,-120.66243000,71,10274.304116
11096761:232,35.28292800,-120.66243000,0,0.000000
11096761:232,35.28295135,-120.66239166,1,4.342079
11096761:232,35.28268051,-120.66213989,2,42.147658
11096761:232,35.28348923,-120.66075134,3,196.976699
11096761:232,35.28908920,-120.66568756,4,964.101721
11096761:232,35.28939056,-120.66593933,5,1004.661409
11096761:232,35.28939056,-120.66593933,6,1004.661409
11096761:232,35.29037094,-120.66667938,7,1132.705973
11096761:232,35.29153824,-120.66706085,8,1267.041791
11096761:232,35.29153824,-120.66706085,9,1267.041791
11096761:232,35.29339981,-120.66757202,10,1479.174397
11096761:232,35.29405975,-120.66783905,11,1556.454958
11096761:232,35.29407883,-120.67018127,12,1769.038796
11096761:232,35.29407883,-120.67018127,13,1769.038796
11096761:232,35.29407883,-120.67062378,14,1809.199212
11096761:232,35.29410934,-120.67372131,15,2090.342546
11096761:232,35.29410934,-120.67372131,16,2090.342546
11096761:232,35.29410934,-120.67523956,17,2228.134264
11096761:232,35.29412842,-120.67701721,18,2389.482206
11096761:232,35.29412842,-120.67701721,19,2389.482206
11096761:232,35.29415131,-120.68350983,20,2978.737490
11096761:232,35.29442978,-120.68351746,21,3009.710005
11096761:232,35.29442978,-120.68351746,22,3009.710005
11096761:232,35.29415131,-120.68350983,23,3040.682519
11096761:232,35.29415131,-120.68443298,24,3124.465380
11096761:232,35.29415131,-120.68443298,25,3124.465380
11096761:232,35.29413986,-120.68567657,26,3237.337076
11096761:232,35.29397964,-120.68631744,27,3298.167699
11096761:232,35.29370880,-120.68672943,28,3346.178884
11096761:232,35.29206085,-120.68859100,29,3595.424545
11096761:232,35.29129028,-120.69017792,30,3763.012293
11096761:232,35.28992844,-120.69219208,31,4000.392945
11096761:232,35.28807068,-120.69609070,32,4410.126796
11096761:232,35.28638077,-120.70023346,33,4830.481797
11096761:232,35.28424072,-120.70310211,34,5183.218164
11096761:232,35.28271103,-120.70648956,35,5534.605425
11096761:232,35.28271103,-120.70648956,36,5534.605425
11096761:232,35.28203964,-120.70796204,37,5687.698260
11096761:232,35.28131104,-120.70877838,38,5797.492117
11096761:232,35.27661133,-120.71161652,39,6380.129347
11096761:232,35.27576065,-120.71067047,40,6507.889645
11096761:232,35.27384949,-120.70899200,41,6769.380530
11096761:232,35.27384949,-120.70899200,42,6769.380530
11096761:232,35.26842117,-120.70419312,43,7513.779949
11096761:232,35.26729965,-120.70290375,44,7684.818822
11096761:232,35.26716995,-120.70285034,45,7700.033982
11096761:232,35.26697922,-120.70262909,46,7729.245192
11096761:232,35.26697922,-120.70262909,47,7729.245192
11096761:232,35.26469040,-120.69989777,48,8084.580926
11096761:232,35.26469040,-120.69989777,49,8084.580926
11096761:232,35.26345825,-120.69844818,50,8274.560380
11096761:232,35.26340866,-120.69828033,51,8290.766402
11096761:232,35.26253891,-120.69725800,52,8424.813979
11096761:232,35.26171875,-120.69631195,53,8550.092862
11096761:232,35.26171875,-120.69631195,54,8550.092862
11096761:232,35.26006317,-120.69433594,55,8807.149241
11096761:232,35.26007843,-120.69432831,56,8808.981901
11096761:232,35.25825882,-120.69214630,57,9092.157947
11096761:232,35.25769043,-120.69165039,58,9169.759309
11096761:232,35.25769043,-120.69165039,59,9169.759309
11096761:232,35.25693893,-120.69103241,60,9270.413141
11096761:232,35.25622940,-120.69059753,61,9358.639161
11096761:232,35.25619888,-120.69056702,62,9363.020198
11096761:232,35.25468063,-120.68943024,63,9560.896688
11096761:232,35.25205994,-120.68724823,64,9913.281440
11096761:232,35.25199500,-120.68735500,65,9925.370003
10867636:9607,35.28292800,-120.66243000,0,0.000000
10867636:9607,35.28264618,-120.66211700,1,42.298547
10867636:9607,35.28348923,-120.66071320,2,200.489111
10867636:9607,35.28433609,-120.66144562,3,315.758735
10867636:9607,35.28513718,-120.66220093,4,428.163403
10867636:9607,35.28591156,-120.66285706,5,532.859359
10867636:9607,35.28908920,-120.66568756,6,969.722991
10867636:9607,35.28939056,-120.66593933,7,1010.282679
10867636:9607,35.28939056,-120.66593933,8,1010.282679
10867636:9607,35.29037094,-120.66667938,9,1138.327243
10867636:9607,35.29153824,-120.66706085,10,1272.663061
10867636:9607,35.29153824,-120.66706085,11,1272.663061
10867636:9607,35.29339981,-120.66757202,12,1484.795667
10867636:9607,35.29405975,-120.66783905,13,1562.076229
10867636:9607,35.29407883,-120.67018127,14,1774.660066
10867636:9607,35.29407120,-120.67018127,15,1775.508416
10867636:9607,35.29407120,-120.67047119,16,1801.820415
10867636:9607,35.29410934,-120.67372131,17,2096.822197
10867636:9607,35.29410934,-120.67372131,18,2096.822197
10867636:9607,35.29410934,-120.67523956,19,2234.613915
10867636:9607,35.29412842,-120.67701721,20,2395.961857
10867636:9607,35.29412842,-120.67701721,21,2395.961857
10867636:9607,35.29415131,-120.67800140,22,2485.320344
10867636:9607,35.29288864,-120.67801666,23,2625.729092
10867636:9607,35.29290009,-120.67746735,24,2675.600368
10867636:9607,35.29290009,-120.67746735,25,2675.600368
10867636:9607,35.29290009,-120.67485809,26,2912.411783
10867636:9607,35.29280090,-120.67436218,27,2958.751324
10867636:9607,35.29277039,-120.67402649,28,2989.406728
10867636:9607,35.29277039,-120.67402649,29,2989.406728
10867636:9607,35.29278183,-120.67172241,30,3198.525093
10867636:9607,35.29410172,-120.67167664,31,3345.348429
10867636:9607,35.29409027,-120.67131042,32,3378.608979
10867636:9607,35.29354095,-120.67130280,33,3439.694101
10867636:9607,35.29409027,-120.67131042,34,3500.779223
10867636:9607,35.29415131,-120.68276978,35,4540.817102
10867636:9607,35.29415131,-120.68276978,36,4540.817102
10867636:9607,35.29415131,-120.68350983,37,4607.981874
10867636:9607,35.29825974,-120.68350983,38,5064.818330
10867636:9607,35.29827118,-120.68000031,39,5383.318035
10867636:9607,35.29822922,-120.67778778,40,5584.163968
10867636:9607,35.29822922,-120.67778778,41,5584.163968
10867636:9607,35.29821014,-120.67639160,42,5710.888268
10867636:9607,35.29804993,-120.67549896,43,5793.833290
10867636:9607,35.29804993,-120.67494965,44,5843.685153
10867636:9607,35.29813004,-120.67453766,45,5882.120487
10867636:9607,35.29880142,-120.67288208,46,6049.892834
10867636:9607,35.29885101,-120.67263794,47,6072.724898
10867636:9607,35.29888916,-120.67170715,48,6157.301688
10867636:9607,35.29895020,-120.67147064,49,6179.812883
10867636:9607,35.29928970,-120.67099762,50,6236.978827
10867636:9607,35.29975891,-120.67073059,51,6294.505514
10867636:9607,35.30054092,-120.67008972,52,6399.118097
10867636:9607,35.30213928,-120.66848755,53,6628.742833
10867636:9607,35.30242157,-120.66780853,54,6697.896245
10867636:9607,35.30260086,-120.66673279,55,6797.532324
10867636:9607,35.30278015,-120.66629791,56,6841.745943
10867636:9607,35.30297852,-120.66551971,57,6915.729692
10867636:9607,35.30319977,-120.66504669,58,6965.205432
10867636:9607,35.30366898,-120.66446686,59,7039.304830
10867636:9607,35.30382919,-120.66403961,60,7081.972997
10867636:9607,35.30395126,-120.66349030,61,7133.636254
10867636:9607,35.30226135,-120.66301727,62,7326.386271
10867636:9607,35.30223304,-120.66317843,63,7341.346318
10867636:9607,35.30284119,-120.66043854,64,7599.016846
10867636:9607,35.30287933,-120.65988922,65,7649.045890
10867636:9607,35.30284119,-120.65960693,66,7675.011495
10867636:9607,35.30276871,-120.65940094,67,7695.368166
10867636:9607,35.30266953,-120.65917969,68,7718.275753
10867636:9607,35.30247116,-120.65886688,69,7754.224279
10867636:9607,35.30184174,-120.65834808,70,7838.574511
10867636:9607,35.30136108,-120.65805054,71,7898.454249
10867636:9607,35.30089188,-120.65801239,72,7950.742494
10867636:9607,35.30044174,-120.65808105,73,8001.181531
10867636:9607,35.30036926,-120.65773010,74,8034.034285
10867636:9607,35.30036926,-120.65773010,75,8034.034285
10867636:9607,35.30033875,-120.65756989,76,8048.964738
10867636:9607,35.30017853,-120.65721130,77,8086.063563
10867636:9607,35.30006027,-120.65706635,78,8104.663612
10867636:9607,35.29933167,-120.65653229,79,8199.071164
